ratio,np,label,angle,excentricitat,elongacio,compacitat
1.3866634743486,8,Fritillaria,360,1.00101508511067,0.998985944242235,14.5568413886998
1.55374542355951,4,Fritillaria,80,1.03695080705444,0.964365901638667,15.4749178990985
1.64688632014917,5,Fritillaria,72,1.11740736636609,0.894928770026004,23.9419245874285
1.64103655526699,4,Fritillaria,360,1.59098559647154,0.628541202521119,15.9337472480479
1.31027038909565,7,Fritillaria,25,1.14207961437117,1.14207961437117,13.418726365149
1.54316395635419,5,Fritillaria,64,1.64635366591174,1.64635366591174,16.4893527667984
1.8847244549536,5,Fritillaria,344,1.61160419807349,0.620499748756799,34.3780485916474
1.49667201884144,5,Fritillaria,343,1.83740944480975,1.83740944480975,23.8676982737524
1.36276816508343,6,Fritillaria,342,1.01472372477136,1.01472372477136,20.036734087957
1.38639296800475,6,Fritillaria,360,2.07008253482958,2.07008253482958,17.8894230769231
1.11289910554544,15,Gerbera,47,1.05422294387152,0.948565961131151,151.847539792825
1.33586741842976,10,Gerbera,81,1.40301910299778,0.712748670252129,63.0741599992943
1.25256187461041,10,Gerbera,272,2.2637881665502,0.441737444684987,53.1816027801179
1.40004916617037,6,Gerbera,62,1.64259875564676,0.608791402381317,34.205856488267
1.53259596393755,6,Gerbera,285,1.09088591739511,0.916686139269146,55.5986254295533
1.13658168585486,11,Gerbera,73,1.44146843311749,0.693737009444794,55.9152539399946
1.44045906422553,10,Gerbera,301,1.17125589491976,0.853784390189562,143.452986289588
1.22656170086878,10,Gerbera,217,1.15780736686014,0.863701535007422,29.4416461849955
1.32781377601259,8,Gerbera,280,1.12056600229505,0.892406157202594,135.616795760294
1.12436526408586,10,Gerbera,360,1.11840429083191,0.894131047419501,32.2867720840109
1.63584139830403,9,Gerbera,68,1.07032966229935,0.934291588118501,107.649355213712
1.12556529371046,13,Gerbera,290,1.48570932314891,0.673079171288053,39.8656579144582
1.11289877167963,12,Gerbera,225,1.12452344256969,0.889265587665171,72.126116932899
1.1420916236366,12,Gerbera,243,1.04212541752529,1.04212541752529,111.529725758498
2.23468895549985,4,Gerbera,57,2.02876027126263,0.492911860590425,29.3706515787552
1.37623683991608,8,Gerbera,74,1.4830554298822,0.674283630841384,50.2298555047051
1.1806165776059,10,Gerbera,186,1.05534338086213,0.947558887594563,39.5455347757968
1.3342919665726,8,Gerbera,196,1.47868779448346,0.676275278480488,34.2679929783499
2.10907378478167,4,Gerbera,57,1.68287894299566,0.594219806577365,39.2385777587956
1.2592055027791,8,Gerbera,220,1.5455903066717,0.647001987320571,96.952058596553
1.18708730213583,13,Gerbera,21,1.01921051917962,0.981151568966256,50.2554943015184
1.43678512465476,6,Gerbera,60,1.40508600923759,0.711700204418521,76.2838201140122
1.21588238956644,11,Gerbera,164,1.15665890925022,0.864559112459725,34.6278943848138
1.15561039150926,12,Gerbera,64,1.2808908645905,0.780706637578916,40.0588619950187
1.32728549305925,9,Gerbera,69,1.05857985273289,0.944661848058363,190.847300074085
1.29173323110656,10,Gerbera,234,1.04314088552454,1.04314088552454,119.362424816315
1.21453767760168,12,Gerbera,21,1.10638587241397,0.90384378988693,87.410908982878
1.33009192157756,9,Gerbera,54,1.0894745456392,0.917873670387861,67.707683127202
1.12424055472569,11,Gerbera,49,1.09587514919133,1.09587514919133,59.5950649350649
1.30879287976887,12,Gerbera,228,1.04899540167174,0.953293025313877,90.8088296062811
1.15110117622146,10,Gerbera,255,1.11337488391657,0.898170072314055,47.3516083943425
1.14576894429881,10,Gerbera,80,1.34861710187049,0.741500310661216,47.6855588979421
1.30482196317653,11,Gerbera,72,1.0654131772292,0.938602995882485,55.3644030432866
1.24564360296645,10,Gerbera,121,1.00083914281275,0.999161560757517,96.2049500102665
1.14379261800938,13,Gerbera,271,1.20261633707192,0.831520385324847,55.8039449670083
1.09814415265649,18,Gerbera,91,1.80973387510099,1.80973387510099,41.125172119861
1.15583646590651,12,Gerbera,216,1.16325790976569,0.859654588724378,49.6843026016545
1.11958059291992,13,Gerbera,73,1.14243046624831,0.875326796285429,47.8003125542629
1.34403930418456,10,Gerbera,78,1.06640821251642,0.937727212021634,56.4721350887235
1.33497358449599,10,Gerbera,81,1.41537967120716,0.706524207138788,63.4494129666981
1.11059893433151,12,Gerbera,225,1.34004607880248,0.746242995534631,62.1684598600557
1.38568906965611,8,Gerbera,69,1.31709940714195,0.75924413493584,128.983744332633
1.13007834584955,11,Girasol,75,1.01549953095897,0.984737037796237,56.6662222302301
1.31622776849835,8,Girasol,73,1.04255241867314,0.959184384486589,32.9039836127432
1.15267081336096,9,Girasol,74,1.439874097121,0.694505166805542,34.1205937492767
1.25209380145413,9,Girasol,62,1.00132353545486,1.00132353545486,36.0240072239636
1.2071655274811,10,Girasol,71,1.56292415814759,0.639826311972312,49.1129497180536
1.42604773860653,8,Girasol,74,1.00640153492467,0.993639184060711,30.3305647840532
1.31363545344913,8,Girasol,65,1.37973977658004,0.724774350188482,78.7961494031575
1.18491315051899,9,Girasol,71,1.12247473783389,0.890888646571919,67.0041106719368
1.12365430846782,14,Girasol,58,1.02679968075345,1.02679968075345,39.1471344388589
1.13400601797462,11,Girasol,64,1.00437282539876,0.995646212951822,26.0167199926867
1.25539265279046,9,Girasol,69,1.16916890331901,1.16916890331901,43.9502285714286
1.24978900978426,9,Girasol,71,1.16873452934581,0.855626299121786,41.8923449450257
1.23784458780192,11,Girasol,53,1.0024479225161,0.997558055175616,52.0162086611511
1.24785173770978,9,Girasol,61,1.04512266891269,0.956825480630293,43.0381385475899
1.12601177374037,12,Girasol,67,1.00102596207817,1.00102596207817,40.933945067235
1.37681010848713,8,Girasol,65,1.08767403605784,1.08767403605784,68.8296313700481
1.15948556697571,12,Girasol,72,1.01231608008614,0.987833760296397,53.4579511032631
1.15556729897876,9,Girasol,67,1.0342776325583,1.0342776325583,35.3812840423966
1.18576376770467,10,Girasol,60,1.08645848849301,1.08645848849301,52.258531629142
1.2777673082082,8,Girasol,70,1.12430226775684,0.889440525629427,51.2543992132345
1.21963718242125,9,Girasol,65,1.20146028087449,0.83232048193232,39.6027682121409
1.24063706366031,10,Girasol,77,1.07946215150098,1.07946215150098,24.2162925884063
1.44588141692761,7,Girasol,73,1.29454172714307,1.29454172714307,64.2018617885268
1.19691184693831,10,Girasol,75,1.46911680084195,0.680681072755344,47.337492884588
1.15831038831268,12,Girasol,72,1.22636040218045,0.815420979201557,49.8073965669685
1.2069278204873,10,Girasol,77,1.05309334717621,0.94958343691129,94.0210558642597
1.20105069019519,10,Girasol,68,1.02980914139061,1.02980914139061,74.4658685742655
1.24320646878852,8,Girasol,68,1.32163777274419,0.75663697014625,41.2881541579489
1.16403241299268,10,Girasol,71,1.01438293087144,1.01438293087144,35.5026023406252
1.15399376027473,11,Girasol,59,1.00004481502512,0.999955186983173,40.5029103992228
1.26904353059289,9,Girasol,72,1.04762479298794,1.04762479298794,68.9844296922148
1.11217112180827,13,Girasol,56,1.06964062565456,1.06964062565456,27.5212509594616
1.1688130864678,10,Girasol,66,1.12364186838419,1.12364186838419,87.5594574507618
1.27794751132598,8,Girasol,65,1.033396748132,0.967682549618653,38.9385820726582
1.13368360723303,13,Girasol,57,1.00456081730791,1.00456081730791,39.3532304674037
1.38134705496524,9,Girasol,61,1.23117083958283,0.812234961915472,56.1217885436974
1.22313648629347,10,Girasol,68,1.00920619973558,0.990877781232426,37.29706960541
1.12471571204982,15,Girasol,81,1.19256397784818,0.838529436218896,34.0149741806629
